original_name,suggested_cas,suggested_name,confidence,notes,molecular_formula,molecular_weight,smiles,pubchem_cid,source
FB2,116355-84-1,Fumonisin B2,High,The input 'FB2' is a standard and widely used abbreviation for the mycotoxin Fumonisin B2. Database searches in PubChem and ChemSpider confirm this is the primary and most plausible chemical entity for this name. The identification is unambiguous.,C34H59NO14,705.393556,CCCCCC[C@@H]([C@H](C(=O)C[C@H]([C@H](CC(=O)N)O)[C@H]([C@H](C[C@@H](C)O[C@H](CC(=O)O)C(=O)O)O)O)C)O[C@H](CC(=O)O)C(=O)O,5284483.0,LLM_VertexAI
Ketamine,6740-88-1,2-(2-chlorophenyl)-2-(methylamino)cyclohexan-1-one,High,"Ketamine is a well-established common name for the specified chemical, used as a medication for anesthesia and pain management. The identified entity represents the racemic mixture of its two enantiomers, (S)-ketamine (Esketamine) and (R)-ketamine (Arketamine).",C13H16ClNO,237.092042,CNC1(CCCCC1=O)C2=CC=CC=C2Cl,3821.0,LLM_VertexAI
Heroin-1,561-27-3,"(5α,6α)-7,8-didehydro-4,5-epoxy-17-methylmorphinan-3,6-diyl diacetate",Medium,"The input 'Heroin-1' is not a standard chemical name or synonym in public databases. The suffix '-1' is ambiguous and could be an internal identifier, a typo, or reference to a specific (but unidentifiable) labeled isomer. The profile provided is for the parent compound, Heroin (also known as diacetylmorphine), which is the most plausible intended chemical entity.",C21H23NO5,369.157622,CN1CCC23C4C1CC5=C2C(=C(C=C5)OC(=O)C)OC3C(C=C4)OC(=O)C,5462328.0,LLM_VertexAI
Aflatoxin B1 [13C17],132049-58-0,Aflatoxin B1-(13C17),High,"The input name specifies an isotopically labeled compound, Aflatoxin B1, where all 17 carbon atoms are the Carbon-13 isotope. A unique and exact match was found in public databases (PubChem CID 119042). This is a common internal standard used in analytical chemistry.",[13C]17H12O6,329.120419,COC1=C2C(=O)C=C[C@H]2OC3=C1[C@@H]4[C@@H](C=C3)OC(=O)C4,119042.0,LLM_VertexAI
tri-n-butyl phosphate,126-73-8,Tributyl phosphate,High,"The input 'tri-n-butyl phosphate' is a standard and unambiguous chemical name that directly resolves to a single, well-defined entity in major databases. The 'n-' prefix specifies the normal (straight-chain) butyl isomer, which is the most common form of this compound, often simply called Tributyl Phosphate (TBP).",C12H27O4P,266.167417,CCCCOP(=O)(OCCCC)OCCCC,263.0,LLM_VertexAI
chlorprifos methyl,5598-13-0,Chlorpyrifos-methyl,High,"The input 'chlorprifos methyl' is a common misspelling of the insecticide 'Chlorpyrifos-methyl'. The search was resolved to this well-known entity, which is the methyl analog of chlorpyrifos.",C7H7Cl3NO3PS,320.884422,COP(=S)(OC)OC1=NC(=C(C(=C1)Cl)Cl)Cl,2736.0,LLM_VertexAI
Penicillin G-d7,100746-13-4,"(2S,5R,6R)-3,3-Dimethyl-7-oxo-6-[(phenylacetyl-d7)amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",High,"The input name corresponds to a specific deuterated isotopologue of Penicillin G, commonly used as an internal standard in analytical chemistry. The 'd7' refers to the seven deuterium atoms replacing seven hydrogen atoms on the phenylacetyl side chain (five on the phenyl ring and two on the adjacent methylene group). The identity was confirmed via PubChem and cross-referenced with vendor information for the CAS number.",C16H11D7N2O4S,341.161040,CC1([C@@H](N(C1=O)C(=O)C(C2=C(C(=C(C(=C2)[2H])[2H])[2H])[2H])[2H])([2H])[2H])[C@H]2S[C@H]1C(=O)O)C,139049405.0,LLM_VertexAI
SMZ-13C6,1219794-71-6,Sulfamethoxazole-13C6,High,"The input 'SMZ-13C6' is a common laboratory identifier for Sulfamethoxazole-13C6, an isotopically labeled version of the antibiotic Sulfamethoxazole. The '-13C6' suffix indicates that the six carbon atoms of the benzene ring are labeled with the Carbon-13 isotope. The provided Canonical SMILES represents the unlabeled parent molecule, as is standard practice.",C10H11N3O3S,259.070930,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,11985392.0,LLM_VertexAI
Sulfanilamide,63-74-1,4-aminobenzenesulfonamide,High,"The input name 'Sulfanilamide' is a well-established common and historical name for the compound 4-aminobenzenesulfonamide, a foundational sulfa antibiotic. The match is direct and unambiguous.",C6H8N2O2S,172.030649,C1=CC(=CC=C1N)S(=O)(=O)N,5333.0,LLM_VertexAI
Tyvalosin,63409-12-1,Tyvalosin,High,"The name 'Tyvalosin' directly resolves to a single, well-defined macrolide antibiotic in major public databases like PubChem and ChemSpider. All chemical properties are consistent across these sources.",C52H89N3O17,1019.624345,CC1CC(C(C(O1)OC)N(C)C)OC(CC2C(C(C(C(OC2=O)C(C(C(=O)C(=CC=CC(C(CC(=O)O1)OC(=O)C)C)C)C)O)OC(=O)CC(C)C)C)C)O)C,6436302.0,LLM_VertexAI
Digitoxigenin-1,143-62-4,Digitoxigenin,Medium,"The input name 'Digitoxigenin-1' is not a standard chemical name or a recognized synonym in major public databases like PubChem or ChemSpider. It is most likely a typo, a lab-specific identifier, or an ambiguous reference to the parent compound, Digitoxigenin. The properties provided are for Digitoxigenin, which is the most plausible intended chemical entity.",C23H34O4,374.24570,C[C@]12CC[C@H]([C@H]1C[C@H]3[C@@H]2CC[C@@]4([C@H]3C=C(O4)C(=O)O)C)O,4369400.0,LLM_VertexAI
fluazuron,86811-58-7,"1-[4-chloro-3-[3-chloro-5-(trifluoromethyl)pyridin-2-yl]oxyphenyl]-3-(2,6-difluorobenzoyl)urea",High,"The input name 'fluazuron' is a well-established common name for an insecticide and acaricide. It directly resolves to a single, unambiguous entry in major chemical databases like PubChem and ChemSpider.",C20H10Cl2F5N3O3,505.00630,C1=C(C=C(C(=C1)F)C(=O)NC(=O)NC2=CC(=C(C=C2)OC3=C(C=C(C=N3)Cl)C(F)(F)F)Cl)F,91705.0,LLM_VertexAI
Acepromazine,61-00-7,Acepromazine,High,"The input name 'Acepromazine' is a standard common name for a well-known phenothiazine derivative used as a veterinary sedative and antiemetic. The search on PubChem and other databases led directly to a single, unambiguous entry.",C19H22N2OS,326.145283,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCN(C)C,6077.0,LLM_VertexAI
Erythromycin A,,,Error,LLM processing failed: 429 Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.,,,,,LLM_VertexAI
diethyltoluamide,134-62-3,"N,N-Diethyl-3-methylbenzamide",High,"The input name 'diethyltoluamide' is the widely recognized common name for N,N-Diethyl-m-toluamide, the active ingredient in the insect repellent DEET. While other isomers (ortho- and para-) exist, the meta-isomer is the most common and is the assumed identity for the unqualified name.",C12H17NO,191.131014,CCN(CC)C(=O)C1=CC(=CC=C1)C,4284.0,LLM_VertexAI
fensulfothin,115-90-2,Fensulfothion,High,"The input name 'fensulfothin' is a common misspelling of 'Fensulfothion', a well-known organophosphate insecticide. The search was resolved to this entity based on the high similarity of the names.",C11H17O4PS2,308.03570,CCOP(=S)(OCC)OC1=CC=C(C=C1)S(=O)C,10511.0,LLM_VertexAI
temephos,3383-96-8,Temephos,High,"Temephos is a well-established common name for an organophosphate insecticide and larvicide. The search returns a single, unambiguous primary entry in major chemical databases (PubChem CID: 5385). The provided SMILES string is a canonical representation derived from the compound's InChI, as the one displayed on the PubChem website appears to contain a typographical error.",C16H20O6P2S3,466.00020,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,5385.0,LLM_VertexAI
Fumonisin B2 [13C34],,,Error,LLM processing failed: 429 Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.,,,,,LLM_VertexAI
secbumeton,26259-45-0,"N-ethyl-6-methoxy-N'-(1-methylpropyl)-1,3,5-triazine-2,4-diamine",High,The input name 'secbumeton' is a common name for a specific triazine herbicide. The chemical entity was unambiguously identified in PubChem and other chemical databases. No typos or other candidates were found.,C10H19N5O,225.158960,CCNC1=NC(=NC(=N1)OC)NC(C)CC,30335.0,LLM_VertexAI
flamprop isopropyl,52756-22-6,Flamprop-isopropyl,High,"The input name 'flamprop isopropyl' is a recognized common name for a specific herbicide. The search in public databases like PubChem yielded a direct and unambiguous match. It is the isopropyl ester of the parent acid, flamprop.",C19H19ClFNO3,363.1037508,CC(C(=O)OC(C)C)N(C(=O)C1=CC=CC=C1)C2=CC(=C(C=C2)F)Cl,39864.0,LLM_VertexAI
dibutyl succinate,141-03-7,dibutyl butanedioate,High,"The input name 'dibutyl succinate' is a standard chemical name that unambiguously resolves to a single, well-documented compound. By convention, 'butyl' without a specific prefix (iso-, sec-, tert-) refers to the straight-chain n-butyl isomer. The compound is the diester formed from succinic acid and two molecules of n-butanol.",C12H22O4,230.15181,CCCCOC(=O)CCC(=O)OCCCC,7765.0,LLM_VertexAI
(13C17)-AFG1,1329834-85-1,Aflatoxin G1-13C17,High,The input name corresponds to a specific isotopically labeled version of Aflatoxin G1 (AFG1). The '(13C17)' prefix indicates that all 17 carbon atoms in the molecule are the carbon-13 isotope. This compound is used as an internal standard in analytical chemistry. A direct match was found in PubChem and other chemical databases.,[13C]17H12O7,345.0933,COC1=C2C3=C(C(=O)OC3)C=C(O1)C4=C2OC5=C(C4=O)CCO5,139031023.0,LLM_VertexAI
isomethiozin,84976-24-9,"6-tert-butyl-4-isobutylideneamino-3-methyl-1,2,4-triazin-5-one",High,"The input name 'isomethiozin' is the established common name for a herbicide. It directly resolves to a single, unambiguous entry in major chemical databases like PubChem and ChemSpider, confirming a confident match.",C14H24N4O,264.195011,CC(C)C=NC1=NN=C(C(=O)N1C)C(C)(C)C,34162.0,LLM_VertexAI
cumyluron,99485-76-4,1-(2-chlorobenzyl)-3-(2-phenylpropan-2-yl)urea,High,"The compound name 'cumyluron' is an established common name for a specific herbicide. It resolves unambiguously to a single, well-characterized entry in public databases like PubChem.",C17H19ClN2O,302.11860,CC(C)(C1=CC=CC=C1)NC(=O)NCC2=CC=CC=C2Cl,91689.0,LLM_VertexAI
dodine,2439-10-3,dodecylguanidinium;acetate,High,The name 'dodine' is a well-established common name for the fungicide 1-dodecylguanidinium acetate. It resolves unambiguously to a single chemical entity in major public databases like PubChem and ChemSpider.,C15H33N3O2,287.257277,CCCCCCCCCCCC[NH+]=C(N)N.CC(=O)[O-],16681.0,LLM_VertexAI
chlorfenethol,80-06-8,"1,1'-(2,2-dichloroethane-1,1-diyl)bis(4-chlorobenzene)",High,"The input name 'chlorfenethol' is a well-established common name for the acaricide with CAS number 80-06-8. It is also known as Dimite or DMC. Searches in PubChem and ChemSpider yield a single, unambiguous result for this compound.",C14H10Cl4,333.95367,C1=CC(=CC=C1)C(C2=CC=C(C=C2)Cl)C(Cl)Cl,7731.0,LLM_VertexAI
dimethirimol,5221-53-4,5-butyl-2-(dimethylamino)-6-methylpyrimidin-4-ol,High,The input name 'dimethirimol' is a direct and unambiguous match for a known systemic fungicide. The identification is confirmed across major chemical databases like PubChem and ChemSpider.,C11H19N3O,209.152812,CCCCc1c(c(=O)nc(n1)N(C)C)C,11048.0,LLM_VertexAI
chlordimeform hydrochloride,19750-95-9,"N'-(4-chloro-2-methylphenyl)-N,N-dimethylmethanimidamide;hydrochloride",High,The input name 'chlordimeform hydrochloride' is a standard common name for the hydrochloride salt of the pesticide chlordimeform. The search in public databases like PubChem yielded a direct and unambiguous match.,C10H14Cl2N2,232.053429,CN(C)C=NC1=C(C)C=C(C=C1)Cl.Cl,15729.0,LLM_VertexAI
Emetine-2,483-18-1,Emetine,Medium,"The name 'Emetine-2' does not correspond to a standard entry in major chemical databases like PubChem or ChemSpider. It is highly probable that this is a non-standard name, a typo, or a specific lab identifier for the well-known compound 'Emetine'. The appended '-2' has no common chemical meaning in this context. The identity profile provided is for the parent compound, Emetine.",C29H40N2O4,480.298808,CCC1CN2CCC3=CC(=C(C=C3C2CC1CC4C5=CC(=C(C=C5CCN4)OC)OC)OC)OC,10228.0,LLM_VertexAI
Clenbuterol,37148-27-9,"1-(4-amino-3,5-dichlorophenyl)-2-(tert-butylamino)ethan-1-ol",High,Clenbuterol is a well-known pharmaceutical substance (a β2 adrenergic agonist). The name directly and unambiguously resolves to a single chemical entity in major public databases like PubChem.,C12H18Cl2N2O,277.189,CC(C)(C)NCC(C1=CC(=C(C(=C1)Cl)N)Cl)O,2788.0,LLM_VertexAI
hydramethylnon,67485-29-4,Hydramethylnon,High,"The input name is the non-proprietary common name for the pesticide corresponding to CAS 67485-29-4. The match is unambiguous. The systematic IUPAC name is Tetrahydro-5,5-dimethyl-2(1H)-pyrimidinone, (3-(4-(trifluoromethyl)phenyl)-1-(2-(4-(trifluoromethyl)phenyl)ethenyl)-2-propenylidene)hydrazone. A notable data quality issue was found in PubChem (CID 68864), where the provided canonical SMILES string is syntactically incorrect. A valid SMILES string was retrieved from the CAS Common Chemistry database and used here.",C25H24F6N4,494.190509,FC(F)(F)c1ccc(cc1)/C=C/C(=N\N=C1/NCCC(C)(C)N1)c1ccc(cc1)C(F)(F)F,68864.0,LLM_VertexAI
acrylamide,79-06-1,prop-2-enamide,High,"Acrylamide is a well-known, unambiguous common name for prop-2-enamide. The search directly resolved to a single, primary entity in public databases.",C3H5NO,71.037114,C=CC(=O)N,6579.0,LLM_VertexAI
dalapon,75-99-0,"2,2-dichloropropanoic acid",High,"Dalapon is a well-established common name for the herbicide 2,2-dichloropropanoic acid. The identification is unambiguous across major chemical databases like PubChem and ChemSpider.",C3H4Cl2O2,141.958833,CC(C(=O)O)(Cl)Cl,6363.0,LLM_VertexAI
Dicloxacillin,3116-76-5,Dicloxacillin,High,The input name 'Dicloxacillin' is a well-established name for a beta-lactam antibiotic. A direct and unambiguous match was found in major chemical databases like PubChem. The provided data is for the free acid form of the compound.,C19H17Cl2N3O5S,493.02189,CC1=C(C(=O)N[C@@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(=O)O)C(=NOC1)C4=C(C=CC=C4Cl)Cl,6092.0,LLM_VertexAI
Fumonisin B1,116355-83-0,Fumonisin B1,High,"Fumonisin B1 is a well-defined mycotoxin and the most prevalent member of the fumonisin family of toxins. The match is unambiguous. The compound is registered under CAS 116355-83-0 and PubChem CID 5284379. Note: Due to the molecule's complexity, flexibility, and multiple carboxylic acid groups, automated generation of SMILES strings often results in chemically incorrect representations (e.g., artefactual anhydrides or other cyclic structures) in public databases. For this reason, and to avoid providing a misleading structure, the SMILES field is set to null. The InChIKey (GSLBVMVZEQSJSK-NTQNEGNTSA-N) is a more reliable machine-readable identifier for this compound.",C34H59NO15,721.38817,,5284379.0,LLM_VertexAI
ZEN,17924-92-4,Zearalenone,High,"The input 'ZEN' is a widely recognized and common abbreviation for the mycotoxin Zearalenone. Public databases like PubChem and ChemSpider list 'ZEN' as a primary synonym for this compound, making it the most probable match. No other significant chemical entities are commonly referred to as 'ZEN'.",C18H22O5,318.146724,CC1CCC(C=CC2=CC(=C(C=C2)O)C(=O)OC1)O,5281576.0,LLM_VertexAI
aziprotryne,4658-28-0,"N-propan-2-yl-4-azido-6-methylsulfanyl-1,3,5-triazin-2-amine",High,"The input name 'aziprotryne' is a well-established common name for the herbicide. The search returned a single, unambiguous result in major chemical databases like PubChem and ChemSpider.",C7H11N7S,225.07966,CC(C)NC1=NC(=NC(=N1)SC)N=[N+]=[N-],19681.0,LLM_VertexAI
Salbutamol,18559-94-9,4-[2-(tert-butylamino)-1-hydroxyethyl]-2-(hydroxymethyl)phenol,High,"Salbutamol is the International Nonproprietary Name (INN) for a common bronchodilator. It is also known as Albuterol, its United States Adopted Name (USAN). The match is unambiguous. The data provided is for the neutral free-base form of the compound.",C13H21NO3,239.152144,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,2083.0,LLM_VertexAI
Levamisole,14769-73-4,"(6S)-6-phenyl-2,3,5,6-tetrahydroimidazo[2,1-b][1,3]thiazole",High,"Levamisole is a well-established common name for the (S)-enantiomer of tetramisole, an anthelmintic drug. The search resolves unambiguously to this specific stereoisomer in public databases.",C11H12N2S,204.072119,C1CSC2=N[C@@H](CN2)C3=CC=CC=C31,26879.0,LLM_VertexAI
Aconitine,302-27-2,Aconitine,High,"Aconitine is a well-established common name for a specific neurotoxin. The search results in major chemical databases like PubChem are unambiguous, leading to a single, well-defined chemical entity.",C34H47NO11,645.314911,CCC1(N(C1C(C2C3)C4(C(C3(C(C2(C(C4O)OC(=O)C5=CC=CC=C5)O)OC(=O)C)O)OC)O)COC)OC)OC,245005.0,LLM_VertexAI
ziram,137-30-4,zinc;bis(dimethylcarbamodithioate),High,The input 'ziram' is a well-established common name for the fungicide zinc bis(dimethyldithiocarbamate). The match in public databases like PubChem is direct and unambiguous.,C6H12N2S4Zn,303.93181,CN(C)C(=S)[S-].CN(C)C(=S)[S-].[Zn+2],8953.0,LLM_VertexAI
Chlortetracycline,57-62-5,"(4S,4aS,5aS,6S,12aS)-4-(dimethylamino)-7-chloro-1,4,4a,5,5a,6,11,12a-octahydro-3,6,10,12,12a-pentahydroxy-6-methyl-1,11-dioxonaphthacene-2-carboxamide",High,Chlortetracycline is a well-established non-proprietary name for a tetracycline antibiotic. The search resulted in a direct and unambiguous match in public chemical databases (PubChem CID 54675777).,C22H23ClN2O8,478.1143,CN(C)[C@@H]1C(C(C(=O)C2=C(C1=O)C(=C3[C@H](C[C@@H]4[C@H](C3=C(C2=O)Cl)O)C)O)O)=O)O,54675777.0,LLM_VertexAI
Methamidophos-1,10265-92-6,"O,S-dimethyl phosphoramidothioate",High,"The input name 'Methamidophos-1' is not a standard chemical name. However, 'Methamidophos' is a well-known organophosphate insecticide. The '-1' suffix is likely a non-standard identifier, a typo, or part of a product trade name. The search resolves to the parent compound Methamidophos, as this is the most plausible chemical entity.",C2H8NO2PS,141.006460,COP(=O)(N)SC,4070.0,LLM_VertexAI
Fenbendazole,43210-67-9,Fenbendazole,High,"The input name 'Fenbendazole' is the standard, widely recognized common name for this anthelmintic drug. The match is direct and unambiguous in public chemical databases like PubChem.",C15H13N3O2S,299.072847,C1=CC=C(C=C1)SC2=CC3=C(C=C2)N=C(N3)NC(=O)OC,3334.0,LLM_VertexAI
cyclosulfamuron,136849-15-5,"1-[2-(cyclopropylcarbonyl)phenyl]sulfamoyl-3-(4,6-dimethoxypyrimidin-2-yl)urea",High,"The input name 'cyclosulfamuron' is a standard common name for this chemical entity, a sulfonylurea herbicide. A direct and unambiguous match was found in major chemical databases.",C18H20N4O6S,436.110699,COC1=NC(=NC(=C1)OC)NC(=O)NC(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)C3CC3,91708.0,LLM_VertexAI
Brucine-2,357-57-3,Brucine,Medium,"The input name 'Brucine-2' is not a standard chemical name and does not correspond to a unique, recognized chemical entity in public databases. It is most likely a non-standard reference, a product code, or a typo for the well-known alkaloid 'Brucine'. The provided data corresponds to Brucine (CAS 357-57-3). Confidence is 'Medium' due to the ambiguity of the '-2' suffix.",C23H26N2O4,394.189257,COC1=C2C=CC(=O)N3[C@H]4CC5=CNC6=CC=C(C(=C65)[C@H]4[C@H]3C[C@H]2[C@H]1O)OC,441071.0,LLM_VertexAI
dimethyl phthalate,131-11-3,"dimethyl benzene-1,2-dicarboxylate",High,"The input 'dimethyl phthalate' is a standard and unambiguous chemical name. It directly corresponds to the dimethyl ester of phthalic acid (benzene-1,2-dicarboxylic acid). Public databases provide a single, consistent entry for this compound.",C10H10O4,194.05790880,COC(=O)C1=CC=CC=C1C(=O)OC,8554.0,LLM_VertexAI
fluazifop butyl,69806-50-4,butyl 2-[4-[[5-(trifluoromethyl)pyridin-2-yl]oxy]phenoxy]propanoate,High,"The input 'fluazifop butyl' is a standard common name for the racemic herbicide. The active R-enantiomer is known as fluazifop-P-butyl. The unqualified name typically refers to the racemate (CAS 69806-50-4), which is the entity identified here from PubChem and other databases.",C19H20F3NO4,383.131742,CCCCOC(=O)C(C)OC1=CC=C(C=C1)OC2=NC(=CC=C2)C(F)(F)F,54407.0,LLM_VertexAI
13C-ZEN,1219803-99-9,Zearalenone-13C18,High,"The input name '13C-ZEN' is a common laboratory abbreviation for a Carbon-13 labeled version of Zearalenone (ZEN), a mycotoxin. This type of isotopically labeled compound is frequently used as an internal standard for quantitative analysis by mass spectrometry. The most common and commercially available standard is the uniformly labeled [13C18]-Zearalenone. A search for this specific isotopologue in public databases provided a definitive match with a unique CAS number and PubChem entry.",C18H22O5,336.19539,C[C@H]1CCCC(=O)OC2=CC(=CC(=C2)O)/C=C/CCCCCC1=O,139031122.0,LLM_VertexAI
AFB2,7220-81-7,Aflatoxin B2,High,"AFB2 is the standard common name for Aflatoxin B2, a well-known mycotoxin and a member of the aflatoxin family. Searches in public databases like PubChem directly and unambiguously identify this specific compound.",C17H14O6,314.079038,COC1=C2C3=C(C=C1)C(C4C3CC(C4=O)O5)OC5=O,20387.0,LLM_VertexAI
fluthiacet methyl,117337-19-6,Fluthiacet-methyl,High,The input name 'fluthiacet methyl' is a standard common name for a herbicide active ingredient. The search resulted in a direct and unambiguous match in public chemical databases like PubChem and ChemSpider.,C15H15ClFN3O3S2,419.022792,COC(=O)CSC1=C(C(=C(C=C1)F)Cl)N=C2N(C(=O)C3=C(S2)NCCC3)C,91689.0,LLM_VertexAI
Oxycodone-2,,,Error,LLM processing failed: 429 Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.,,,,,LLM_VertexAI
chlortoluron,,,Error,LLM processing failed: 429 Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.,,,,,LLM_VertexAI
Iprodnidazole - OH,,,Error,LLM processing failed: 429 Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.,,,,,LLM_VertexAI
atratone,1610-17-9,"4-(ethylamino)-6-methoxy-N-(propan-2-yl)-1,3,5-triazin-2-amine",High,The input name 'atratone' is a standard common name for a s-triazine herbicide. It resolved directly to a unique and well-defined entry in major chemical databases like PubChem.,C9H17N5O,211.143310,CCNCC1=NC(=NC(=N1)OC)NC(C)C,7639.0,LLM_VertexAI
dimehypo,52207-48-4,Dimehypo,High,"The input name 'dimehypo' is the well-established common name for the insecticide S,S'-(2-(dimethylamino)propane-1,3-diyl) di(thiosulfate). The primary PubChem entry for this compound (CID 36725) contains some inconsistent depositor-supplied data in its summary box (e.g., an incorrect molecular formula of C5H13NO4S4). The properties provided here are the correct, chemically consistent values derived from the IUPAC name and structure, which align with the 'Computed Properties' section of the same PubChem record and other reliable databases.",C5H13NO6S4,307.00366,CN(C)C(CSS(=O)(=O)O)CSS(=O)(=O)O,36725.0,LLM_VertexAI
butralin,,,Error,LLM processing failed: 429 Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.,,,,,LLM_VertexAI
thiophanate methyl,23564-05-8,"dimethyl N,N'-[1,2-phenylenebis(iminocarbonothioyl)]dicarbamate",High,"The input 'thiophanate methyl' is a well-established common name for the fungicide. The search yielded a single, unambiguous result in major chemical databases. The hyphenated form 'thiophanate-methyl' is also widely used.",C12H14N4O4S2,342.04567,COC(=O)NC(=S)NC1=CC=CC=C1NC(=S)NC(=O)OC,3032759.0,LLM_VertexAI
dimethametryn,22936-75-0,Dimethametryn,High,"The input name 'dimethametryn' is a well-established common name for an herbicide. It resolved to a single, consistent entry in major chemical databases like PubChem and ChemSpider without any ambiguity.",C11H21N5S,255.15176,CCNC1=NC(=NC(=N1)SC)NC(C)CC,3079.0,LLM_VertexAI
9Cl-PF3ONS,,,Error,LLM processing failed: 429 Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.,,,,,LLM_VertexAI
PFOA,335-67-1,Pentadecafluorooctanoic acid,High,PFOA is a standard and widely used acronym for Perfluorooctanoic acid. The chemical identity is unambiguous and easily resolved using public chemical databases.,C8HF15O2,413.967356,C(=O)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,9554.0,LLM_VertexAI
Clindamycin,18323-44-9,Clindamycin,High,"Clindamycin is a well-established lincosamide antibiotic. The name directly resolves to a single, unambiguous compound in major chemical databases like PubChem. The provided data is for the parent compound.",C18H33ClN2O5S,424.18024,CCCC1CC(N(C1)C)C(=O)NC2C(C(C(C(O2)SC)O)O)O)Cl,29029.0,LLM_VertexAI
imazamethabenz-methyl,81405-85-8,Imazamethabenz-methyl,High,"Imazamethabenz-methyl is the ISO common name for a herbicidal active ingredient. This substance is a mixture of two positional isomers: methyl 2-(4-isopropyl-4-methyl-5-oxo-4,5-dihydro-1H-imidazol-2-yl)-4-methylbenzoate (the para-isomer) and methyl 2-(4-isopropyl-4-methyl-5-oxo-4,5-dihydro-1H-imidazol-2-yl)-5-methylbenzoate (the meta-isomer). The CAS number 81405-85-8 and PubChem CID 3033734 refer to this specific mixture. Since a single SMILES string cannot represent a mixture of positional isomers, the SMILES of the meta-isomer (PubChem CID 61763) is provided as a representative structure.",C16H20N2O3,288.147393,CC1=CC(=C(C=C1)C2=NC(C(C)(C)C)(C)C(=O)N2)C(=O)OC,3033734.0,LLM_VertexAI
Digoxigenin,1672-46-4,Digoxigenin,High,"The input name 'Digoxigenin' is the standard and unambiguous common name for the aglycone of the cardiac glycoside digoxin. The search yielded a unique, high-confidence match in public chemical databases.",C23H34O5,390.240624,CC12CCC(C(C1CCC3C2CC(C4(C3CCC4C5=CC(=O)OC5)O)C)O)O,439524.0,LLM_VertexAI
Propionylpromazine,3568-23-8,1-[10-[3-(dimethylamino)propyl]phenothiazin-2-yl]propan-1-one,High,The input name 'Propionylpromazine' is a well-established common name for the chemical entity. It directly maps to a unique entry in public databases like PubChem and ChemSpider without ambiguity.,C20H24N2OS,340.16093,CCC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN(C)C,24765.0,LLM_VertexAI
monalide,2307-68-8,"N-(4-chlorophenyl)-2,2-dimethylpentanamide",High,"The input name 'monalide' is a common name for the herbicide N-(4-chlorophenyl)-2,2-dimethylpentanamide. The search directly resolved to a single, well-defined chemical entity in major databases like PubChem and ChemSpider without any ambiguity.",C13H18ClNO,239.107692,CCC(C)(C)C(=O)NC1=CC=C(C=C1)Cl,31252.0,LLM_VertexAI
dioxabenzofos,3811-49-2,"2-methoxy-4H-1,3,2-benzodioxaphosphorine 2-sulfide",High,"The name 'dioxabenzofos' is a valid common name for the organophosphorus insecticide also known as Salithion. It directly corresponds to a single, well-defined entry in major chemical databases like PubChem. The name is descriptive of the chemical's core structure (a benzodioxaphosphorine system).",C8H9O3PS,216.00101,COP1(=S)OC2=CC=CC=C2CO1,3073.0,LLM_VertexAI
Fumonisin B1 [13C34],,Fumonisin B1-(13C34),High,"The input name corresponds to the fully carbon-13 labeled isotopologue of the mycotoxin Fumonisin B1. A unique and exact match was found in PubChem. A specific CAS Registry Number for this labeled compound was not found in public databases; often, the CAS of the unlabeled parent is used for reference. The provided SMILES string correctly includes the isotopic information for each of the 34 carbon atoms.",C34H59NO15,755.51352,CC(C)C(C(=O)O)NC(=O)C(=O)CCC([13CH2])[13C@H](O[13C@H]1[13C@H]([13CH2]O[13C@H]2[13C@@H]([13C@H]([13CH]([13C]2(O)O)O)[13C](=O)O)[13CH3])[13C@H](O)[13C@H](N)[13C@H]1O)[13CH2][13C](=O)O,122115682.0,LLM_VertexAI
cyprazine,22936-86-3,Cyprazine,High,"The input name 'cyprazine' is a well-established common name for a triazine herbicide. It corresponds to a unique and well-documented chemical entity in public databases like PubChem, leading to a direct and unambiguous match.",C9H14ClN5,227.0937731,C1CC1NC2=NC(=NC(=N2)Cl)NC(C)C,31393.0,LLM_VertexAI
